x[m], y[m] 
437669489317.31146,13924078678.411201
437669160292.8455,13924050083.341936
437668919496.45245,13924029580.964085
437668708109.43976,13924011776.152557
437668770951.4886,13924013666.694828
437668939855.7604,13924029582.048931
437668651302.5306,13924004628.75077
437668582409.3353,13923999920.570349
437668950542.9038,13924029919.617641
437669028083.7201,13924037674.725595
437668861940.3249,13924021220.31986
437669122820.6853,13924046320.432621
