x[m], y[m] 
481634032430.55566,15027939082.113174
481633670612.75476,15027908118.825438
481633405928.9284,15027885921.696283
481633173623.022,15027866646.61394
481633241783.70526,15027868666.474976
481633427849.63275,15027885909.3784
481633110569.5833,15027858890.409613
481633035148.2506,15027853802.056564
481633439445.40485,15027886270.38056
481633524983.483,15027894675.521053
481633341747.6793,15027876842.991587
481633629271.73486,15027904040.399101
