x[m], y[m] 
472067.28223542497,638824.3926097825
472067.27550429106,638824.3799037625
472067.27061450947,638824.3671461808
472067.26633851044,638824.3543714127
472067.2673182264,638824.3858654896
472067.27087953873,638824.3823262647
472067.26498701517,638824.3701700121
472067.2636871878,638824.3570967553
472067.27104752697,638824.3875515626
472067.27272089105,638824.3822747034
472067.26914933324,638824.3922614673
472067.2746943217,638824.3825775438
