x[m], y[m] 
437788127780.763,13935385475.422003
437787798717.3011,13935356874.680088
437787557891.2524,13935336368.115887
437787346477.6104,13935318559.605358
437787409336.0329,13935320451.482193
437787578257.42914,13935336369.67935
437787289669.58496,13935311411.388008
437787220764.9404,13935306701.921942
437787588947.2032,13935336707.463482
437787666494.7294,13935344463.842323
437787500336.6333,13935328006.709583
437787761241.841,13935353111.14893
