x[m], y[m] 
481634037806.48254,15027939566.549364
481633675988.63806,15027908603.257608
481633411304.7687,15027886406.12451
481633178998.9443,15027867131.049538
481633247159.5866,15027869150.906858
481633433225.5151,15027886393.810406
481633115945.42206,15027859374.837637
481633040524.08875,15027854286.484514
481633444821.2454,15027886754.808817
481633530359.3239,15027895159.949368
481633347123.5193,15027877327.419771
481633634647.61743,15027904524.83124
